[INFO ] [2022-10-01 09:08:14,770] Pre-Condition-Step 01: enter to 'Email' address to get access to demo site
[INFO ] [2022-10-01 10:09:14,074] New Customer-Step 04: enter to Date of Birth 
[INFO ] [2022-10-01 10:09:14,392] New Customer-Step 05: enter to Address area
[INFO ] [2022-10-01 10:09:14,646] New Customer-Step 06: enter to City textbox
[INFO ] [2022-10-01 10:09:14,854] New Customer-Step 07: enter to State textbox
[INFO ] [2022-10-01 10:09:15,061] New Customer-Step 08: enter to PIN textbox
[INFO ] [2022-10-01 10:09:15,273] New Customer-Step 09: enter to Telephone Number
[INFO ] [2022-10-01 10:09:15,461] New Customer-Step 10: enter to Email textbox
[INFO ] [2022-10-01 10:09:15,787] New Customer-Step 11: enter to Password textbox
[INFO ] [2022-10-01 10:09:16,029] New Customer-Step 12: click to Submit button
[INFO ] [2022-10-01 10:09:18,795] New Customer-Step 13: Verify message displays with content 'Customer Registed Successfully!!!'
[INFO ] [2022-10-01 10:09:18,856]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:09:18,857] New Customer-Step 14: Verify CustomerName
[INFO ] [2022-10-01 10:09:18,920] New Customer-Step 14: Verify CustomerName
[INFO ] [2022-10-01 10:09:18,997]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:09:18,998] New Customer-Step 16: Verify Address
[INFO ] [2022-10-01 10:09:19,185]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:09:19,185] New Customer-Step 17: Verify City
[INFO ] [2022-10-01 10:09:19,301]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:09:19,301] New Customer-Step 18: Verify State
[INFO ] [2022-10-01 10:09:19,415]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:09:19,415] New Customer-Step 19: Verify Pin
[INFO ] [2022-10-01 10:09:19,528]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:09:19,528] New Customer-Step 21: Verify Mobile
[INFO ] [2022-10-01 10:09:19,608]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:09:19,608] New Customer-Step 22: Verify Email
[INFO ] [2022-10-01 10:09:19,689]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:09:19,695] Edit Customer-Step 01: Click edit Customer link at menusubnav and navigate to Edit Customer Page
[INFO ] [2022-10-01 10:09:22,397] Edit Customer-Step 01: input To CustomerID textbox with value 58777
[INFO ] [2022-10-01 10:17:41,541] Pre-Condition-Step 01: enter to 'Email' address to get access to demo site
[INFO ] [2022-10-01 10:17:42,244] Pre-Condition-Step 02: click to 'Submit' button
[INFO ] [2022-10-01 10:18:09,583] Pre-Condition-Step 01: enter to 'Email' address to get access to demo site
[INFO ] [2022-10-01 10:18:10,041] Pre-Condition-Step 02: click to 'Submit' button
[INFO ] [2022-10-01 10:18:11,898] Pre-Condition-Step 03: get 'UserID' 
[INFO ] [2022-10-01 10:18:12,058] Pre-Condition-Step 04: get 'PassWord' 
[INFO ] [2022-10-01 10:18:12,370] Pre-Condition-Step 05: input and search link 
[INFO ] [2022-10-01 10:18:13,909] Pre-Condition-Step 06: enter to 'userID' textbox with value:mngr444125
[INFO ] [2022-10-01 10:18:14,329] Pre-Condition-Step 06: enter to 'password' textbox with value:avAjyzu
[INFO ] [2022-10-01 10:18:14,585] Pre-Condition-Step 06: click to 'Login' button
[INFO ] [2022-10-01 10:18:16,197] Pre-Condition-Step 07: Verify 'Login' Page Success
[INFO ] [2022-10-01 10:18:16,294]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-10-01 10:18:16,312] New Customer-Step 01: Click new customer link at menusubnav and navigate to Add New Customer Page
[INFO ] [2022-10-01 10:18:16,759] New Customer-Step 02: Verify navigate to Add New Customer Page Success
[INFO ] [2022-10-01 10:18:20,293]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:18:20,293] New Customer-Step 03: enter to Customer Name 
[INFO ] [2022-10-01 10:18:20,655] New Customer-Step 04: enter to Date of Birth 
[INFO ] [2022-10-01 10:18:20,870] New Customer-Step 05: enter to Address area
[INFO ] [2022-10-01 10:18:21,140] New Customer-Step 06: enter to City textbox
[INFO ] [2022-10-01 10:18:21,368] New Customer-Step 07: enter to State textbox
[INFO ] [2022-10-01 10:18:21,578] New Customer-Step 08: enter to PIN textbox
[INFO ] [2022-10-01 10:18:21,767] New Customer-Step 09: enter to Telephone Number
[INFO ] [2022-10-01 10:18:21,957] New Customer-Step 10: enter to Email textbox
[INFO ] [2022-10-01 10:18:22,200] New Customer-Step 11: enter to Password textbox
[INFO ] [2022-10-01 10:18:22,420] New Customer-Step 12: click to Submit button
[INFO ] [2022-10-01 10:18:24,088] New Customer-Step 13: Verify message displays with content 'Customer Registed Successfully!!!'
[INFO ] [2022-10-01 10:18:24,153]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:18:24,153] New Customer-Step 14: Verify CustomerName
[INFO ] [2022-10-01 10:18:24,274] New Customer-Step 14: Verify CustomerName
[INFO ] [2022-10-01 10:18:24,367]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:18:24,368] New Customer-Step 16: Verify Address
[INFO ] [2022-10-01 10:18:24,477]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:18:24,477] New Customer-Step 17: Verify City
[INFO ] [2022-10-01 10:18:24,559]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:18:24,560] New Customer-Step 18: Verify State
[INFO ] [2022-10-01 10:18:24,635]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:18:24,635] New Customer-Step 19: Verify Pin
[INFO ] [2022-10-01 10:18:24,694]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:18:24,694] New Customer-Step 21: Verify Mobile
[INFO ] [2022-10-01 10:18:24,759]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:18:24,759] New Customer-Step 22: Verify Email
[INFO ] [2022-10-01 10:18:24,845]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:18:24,850] Edit Customer-Step 01: Click edit Customer link at menusubnav and navigate to Edit Customer Page
[INFO ] [2022-10-01 10:18:26,202] Edit Customer-Step 01: input To CustomerID textbox with value 71112
[INFO ] [2022-10-01 10:44:55,023] Pre-Condition-Step 01: enter to 'Email' address to get access to demo site
[INFO ] [2022-10-01 10:44:55,549] Pre-Condition-Step 02: click to 'Submit' button
[INFO ] [2022-10-01 10:44:57,612] Pre-Condition-Step 03: get 'UserID' 
[INFO ] [2022-10-01 10:44:57,822] Pre-Condition-Step 04: get 'PassWord' 
[INFO ] [2022-10-01 10:44:58,125] Pre-Condition-Step 05: input and search link 
[INFO ] [2022-10-01 10:44:59,668] Pre-Condition-Step 06: enter to 'userID' textbox with value:mngr444128
[INFO ] [2022-10-01 10:45:00,135] Pre-Condition-Step 06: enter to 'password' textbox with value:regaqUp
[INFO ] [2022-10-01 10:45:00,372] Pre-Condition-Step 06: click to 'Login' button
[INFO ] [2022-10-01 10:45:01,934] Pre-Condition-Step 07: Verify 'Login' Page Success
[INFO ] [2022-10-01 10:45:02,029]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-10-01 10:45:02,060] New Customer-Step 01: Click new customer link at menusubnav and navigate to Add New Customer Page
[INFO ] [2022-10-01 10:45:02,448] New Customer-Step 02: Verify navigate to Add New Customer Page Success
[INFO ] [2022-10-01 10:45:05,818]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:45:05,818] New Customer-Step 03: enter to Customer Name 
[INFO ] [2022-10-01 10:45:06,150] New Customer-Step 04: enter to Date of Birth 
[INFO ] [2022-10-01 10:45:06,396] New Customer-Step 05: enter to Address area
[INFO ] [2022-10-01 10:45:06,607] New Customer-Step 06: enter to City textbox
[INFO ] [2022-10-01 10:45:06,792] New Customer-Step 07: enter to State textbox
[INFO ] [2022-10-01 10:45:06,970] New Customer-Step 08: enter to PIN textbox
[INFO ] [2022-10-01 10:45:07,168] New Customer-Step 09: enter to Telephone Number
[INFO ] [2022-10-01 10:45:07,360] New Customer-Step 10: enter to Email textbox
[INFO ] [2022-10-01 10:45:07,594] New Customer-Step 11: enter to Password textbox
[INFO ] [2022-10-01 10:45:07,794] New Customer-Step 12: click to Submit button
[INFO ] [2022-10-01 10:45:09,455] New Customer-Step 13: Verify message displays with content 'Customer Registed Successfully!!!'
[INFO ] [2022-10-01 10:45:09,527]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:45:09,527] New Customer-Step 14: Verify CustomerName
[INFO ] [2022-10-01 10:45:09,662] New Customer-Step 14: Verify CustomerName
[INFO ] [2022-10-01 10:45:09,751]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:45:09,752] New Customer-Step 16: Verify Address
[INFO ] [2022-10-01 10:45:09,863]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:45:09,863] New Customer-Step 17: Verify City
[INFO ] [2022-10-01 10:45:09,945]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:45:09,945] New Customer-Step 18: Verify State
[INFO ] [2022-10-01 10:45:10,019]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:45:10,019] New Customer-Step 19: Verify Pin
[INFO ] [2022-10-01 10:45:10,090]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:45:10,090] New Customer-Step 21: Verify Mobile
[INFO ] [2022-10-01 10:45:10,157]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:45:10,157] New Customer-Step 22: Verify Email
[INFO ] [2022-10-01 10:45:10,234]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:45:10,240] Edit Customer-Step 01: Click edit Customer link at menusubnav and navigate to Edit Customer Page
[INFO ] [2022-10-01 10:45:11,668] Edit Customer-Step 01: input To CustomerID textbox with value 17125
[INFO ] [2022-10-01 10:48:15,386] Pre-Condition-Step 01: enter to 'Email' address to get access to demo site
[INFO ] [2022-10-01 10:48:16,294] Pre-Condition-Step 02: click to 'Submit' button
[INFO ] [2022-10-01 10:48:18,038] Pre-Condition-Step 03: get 'UserID' 
[INFO ] [2022-10-01 10:48:18,189] Pre-Condition-Step 04: get 'PassWord' 
[INFO ] [2022-10-01 10:48:18,660] Pre-Condition-Step 05: input and search link 
[INFO ] [2022-10-01 10:48:20,189] Pre-Condition-Step 06: enter to 'userID' textbox with value:mngr444129
[INFO ] [2022-10-01 10:48:20,684] Pre-Condition-Step 06: enter to 'password' textbox with value:utAtEhY
[INFO ] [2022-10-01 10:48:20,907] Pre-Condition-Step 06: click to 'Login' button
[INFO ] [2022-10-01 10:48:22,379] Pre-Condition-Step 07: Verify 'Login' Page Success
[INFO ] [2022-10-01 10:48:22,462]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-10-01 10:48:22,478] New Customer-Step 01: Click new customer link at menusubnav and navigate to Add New Customer Page
[INFO ] [2022-10-01 10:48:22,873] New Customer-Step 02: Verify navigate to Add New Customer Page Success
[INFO ] [2022-10-01 10:48:25,428]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:48:25,429] New Customer-Step 03: enter to Customer Name 
[INFO ] [2022-10-01 10:48:25,758] New Customer-Step 04: enter to Date of Birth 
[INFO ] [2022-10-01 10:48:25,942] New Customer-Step 05: enter to Address area
[INFO ] [2022-10-01 10:48:26,144] New Customer-Step 06: enter to City textbox
[INFO ] [2022-10-01 10:48:26,329] New Customer-Step 07: enter to State textbox
[INFO ] [2022-10-01 10:48:26,506] New Customer-Step 08: enter to PIN textbox
[INFO ] [2022-10-01 10:48:26,712] New Customer-Step 09: enter to Telephone Number
[INFO ] [2022-10-01 10:48:26,924] New Customer-Step 10: enter to Email textbox
[INFO ] [2022-10-01 10:48:27,149] New Customer-Step 11: enter to Password textbox
[INFO ] [2022-10-01 10:48:27,444] New Customer-Step 12: click to Submit button
[INFO ] [2022-10-01 10:48:29,670] New Customer-Step 13: Verify message displays with content 'Customer Registed Successfully!!!'
[INFO ] [2022-10-01 10:48:29,819]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:48:29,819] New Customer-Step 14: Verify CustomerName
[INFO ] [2022-10-01 10:48:29,907] New Customer-Step 14: Verify CustomerName
[INFO ] [2022-10-01 10:48:29,993]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:48:29,993] New Customer-Step 16: Verify Address
[INFO ] [2022-10-01 10:48:30,056]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:48:30,056] New Customer-Step 17: Verify City
[INFO ] [2022-10-01 10:48:30,120]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:48:30,120] New Customer-Step 18: Verify State
[INFO ] [2022-10-01 10:48:30,181]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:48:30,181] New Customer-Step 19: Verify Pin
[INFO ] [2022-10-01 10:48:30,242]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:48:30,242] New Customer-Step 21: Verify Mobile
[INFO ] [2022-10-01 10:48:30,304]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:48:30,305] New Customer-Step 22: Verify Email
[INFO ] [2022-10-01 10:48:30,371]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 10:48:30,376] Edit Customer-Step 01: Click edit Customer link at menusubnav and navigate to Edit Customer Page
[INFO ] [2022-10-01 10:48:32,090] Edit Customer-Step 01: input To CustomerID textbox with value 24305
[INFO ] [2022-10-01 10:48:32,135] Edit Customer-Step 01: input To Address textbox with value 145 Quynh Trang Hoang Mai
[INFO ] [2022-10-01 10:53:46,359] Pre-Condition-Step 01: enter to 'Email' address to get access to demo site
[INFO ] [2022-10-01 10:53:46,812] Pre-Condition-Step 02: click to 'Submit' button
[INFO ] [2022-10-01 10:53:48,874] Pre-Condition-Step 03: get 'UserID' 
[INFO ] [2022-10-01 10:53:48,980] Pre-Condition-Step 04: get 'PassWord' 
[INFO ] [2022-10-01 10:53:49,183] Pre-Condition-Step 05: input and search link 
[INFO ] [2022-10-01 10:53:50,724] Pre-Condition-Step 06: enter to 'userID' textbox with value:mngr444131
[INFO ] [2022-10-01 10:53:51,361] Pre-Condition-Step 06: enter to 'password' textbox with value:tAdEvaz
[INFO ] [2022-10-01 10:53:51,639] Pre-Condition-Step 06: click to 'Login' button
[INFO ] [2022-10-01 10:53:53,205] Pre-Condition-Step 07: Verify 'Login' Page Success
[INFO ] [2022-10-01 10:53:53,495]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-10-01 10:53:53,516] New Customer-Step 01: Click new customer link at menusubnav and navigate to Add New Customer Page
[INFO ] [2022-10-01 10:53:53,713] New Customer-Step 02: Verify navigate to Add New Customer Page Success
